"entity","label","start_char","end_char","source_url"
"AI","ORG","19","21","https://aiindex.stanford.edu/report/"
"AI","GPE","234","236","https://aiindex.stanford.edu/report/"
"HAI","ORG","430","433","https://aiindex.stanford.edu/report/"
"weekly","DATE","448","454","https://aiindex.stanford.edu/report/"
"the The New York Times","ORG","943","965","https://aiindex.stanford.edu/report/"
"Bloomberg","GPE","967","976","https://aiindex.stanford.edu/report/"
"Guardian","ORG","986","994","https://aiindex.stanford.edu/report/"
"the United States","GPE","1091","1108","https://aiindex.stanford.edu/report/"
"the United Kingdom","GPE","1110","1128","https://aiindex.stanford.edu/report/"
"the European Union","ORG","1134","1152","https://aiindex.stanford.edu/report/"
"year","DATE","1179","1183","https://aiindex.stanford.edu/report/"
"Stanford HAI","ORG","1762","1774","https://aiindex.stanford.edu/report/"
"Stanford HAI","PERSON","1876","1888","https://aiindex.stanford.edu/report/"
"annual","DATE","1972","1978","https://aiindex.stanford.edu/report/"
"the Global AI Vibrancy Tool","ORG","1991","2018","https://aiindex.stanford.edu/report/"
"2026","DATE","2046","2050","https://aiindex.stanford.edu/report/"
"April 13th","DATE","2077","2087","https://aiindex.stanford.edu/report/"
"the 21st century","DATE","2201","2217","https://aiindex.stanford.edu/report/"
"Stanford University","ORG","2925","2944","https://aiindex.stanford.edu/report/"
"the fall of 2019","DATE","2948","2964","https://aiindex.stanford.edu/report/"
"The Hague University of Applied Sciences","ORG","3400","3440","https://aiindex.stanford.edu/report/"
"Read Bio","PERSON","3580","3588","https://aiindex.stanford.edu/report/"
"HAI Executive","ORG","3735","3748","https://aiindex.stanford.edu/report/"
"Russell Wald","PERSON","3758","3770","https://aiindex.stanford.edu/report/"
"Wald","PERSON","3869","3873","https://aiindex.stanford.edu/report/"
"China","GPE","3923","3928","https://aiindex.stanford.edu/report/"
"Stanford HAI's","ORG","4038","4052","https://aiindex.stanford.edu/report/"
"2025","DATE","4053","4057","https://aiindex.stanford.edu/report/"
"Russ Altman","PERSON","4128","4139","https://aiindex.stanford.edu/report/"
"the Institute for Human-Centered Artificial Intelligence","ORG","4264","4320","https://aiindex.stanford.edu/report/"
"Vanessa Parli","PERSON","4322","4335","https://aiindex.stanford.edu/report/"
"Stanford","ORG","4337","4345","https://aiindex.stanford.edu/report/"
"Research","ORG","4362","4370","https://aiindex.stanford.edu/report/"
"AI Index Steering Committee","ORG","4375","4402","https://aiindex.stanford.edu/report/"
"ETA","ORG","242","245","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"TikTok","ORG","283","289","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"AI","GPE","402","404","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Generative AI","PERSON","924","937","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"AI","ORG","1564","1566","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"trillions of dollars","MONEY","2043","2063","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"5+ years ago","DATE","2384","2396","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"2015-Today","DATE","2768","2778","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Google Research (Attention","ORG","2800","2826","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Between 2015 and 2020","DATE","3284","3305","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"OpenAI’s GPT-3","ORG","3532","3546","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"GPU","ORG","3830","3833","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"2022+)","DATE","4074","4080","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"a decade ago","DATE","5059","5071","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Today","DATE","5421","5426","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"GitHub CoPilot","ORG","5811","5825","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Twitter","PERSON","6018","6025","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Siri","PERSON","6234","6238","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"3D","ORG","6589","6591","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"2025","DATE","7177","7181","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Midjourney","PERSON","9683","9693","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"GPT-3","ORG","9977","9982","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Stable Diffusion","ORG","9986","10002","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"UI","ORG","10227","10229","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"IDE","ORG","10461","10464","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Figma","ORG","10494","10499","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Photoshop","PRODUCT","10503","10512","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Discord","ORG","10519","10526","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Jasper","GPE","10682","10688","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Runway","ORG","10718","10724","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Mem","PERSON","10748","10751","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Hurdles and Risks
Despite Generative AI’s","ORG","13024","13065","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"decades","DATE","14237","14244","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Pixar","ORG","14437","14442","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Roblox","PERSON","14449","14455","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"several years","DATE","14709","14722","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Call for Startups","ORG","14883","14900","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Arc","PERSON","15308","15311","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"Arc America Fall","ORG","15382","15398","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"SO MUCH FUN","ORG","15872","15883","https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/"
"AI","GPE","16","18","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"2024","DATE","22","26","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"this year","DATE","84","93","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"MIT Technology Review’s","ORG","94","117","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"last year","DATE","279","288","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"2023","DATE","434","438","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"OpenAI","PERSON","559","565","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Biden","PERSON","701","706","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"October","DATE","737","744","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"the European Union’s AI Act","ORG","749","776","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"December","DATE","799","807","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Big Tech","ORG","810","818","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"OpenAI","ORG","932","938","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Google DeepMind","ORG","943","958","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"the AI revolution","EVENT","1051","1068","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"some years","DATE","1154","1164","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"AI","ORG","1330","1332","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"years","DATE","1472","1477","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"next year","DATE","1650","1659","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Google","ORG","1909","1915","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"OpenAI","GPE","1920","1926","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"GPT-4","PERSON","2449","2454","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Gemini","GPE","2459","2465","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Melissa Heikkilä
2","PERSON","3287","3305","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"2022","DATE","3495","3499","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Adobe’s Firefly","ORG","3594","3609","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Balenciaga","GPE","3687","3697","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"A year ago","DATE","3985","3995","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Runway","ORG","4224","4230","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Stable Diffusion","PRODUCT","4310","4326","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"every few months","DATE","4367","4383","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Pixar","PERSON","4528","4533","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"annual","DATE","4570","4576","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"60,000","MONEY","4688","4694","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"New York","GPE","4748","4756","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Los Angeles","GPE","4761","4772","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Paramount","ORG","4851","4860","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Disney","ORG","4865","4871","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Indiana Jones","ORG","5118","5131","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Harrison Ford","PERSON","5183","5196","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"UK","GPE","5329","5331","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Synthesia","ORG","5338","5347","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"SAG","ORG","5744","5747","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Souki Mehdaoui","PERSON","5895","5909","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Bell & Whistle","ORG","5953","5967","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Argentina","GPE","6344","6353","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Slovakia","GPE","6460","6468","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"pro-European","NORP","6493","6505","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"US","GPE","6663","6665","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Donald Trump","PERSON","6667","6679","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Just a few years ago","DATE","7055","7075","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Israel","GPE","7393","7399","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Adobe’s","ORG","7455","7462","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"The coming year","DATE","7464","7479","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"early days","DATE","7615","7625","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Google DeepMind’s","PRODUCT","7662","7679","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Melissa Heikkilä
4
Robots","PERSON","7906","7931","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"The last few years","DATE","8122","8140","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"OpenAI’s","ORG","8374","8382","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"June","DATE","8917","8921","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"DeepMind","PERSON","8923","8931","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"last year’s Gato","DATE","8963","8979","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"RT-X","PRODUCT","9221","9225","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"the University of California, Berkeley","ORG","9407","9445","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Lerrel Pinto","PERSON","9720","9732","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"New York University","ORG","9736","9755","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Pinto","ORG","9962","9967","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"the last couple of years","DATE","10171","10195","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Meta’s","ORG","10205","10211","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Wayve","GPE","10297","10302","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Waabi","PERSON","10304","10309","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Cruise","PERSON","10544","10550","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Wayve","PERSON","10562","10567","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"London","GPE","10634","10640","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Deep Dive
Artificial","PERSON","10713","10733","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Backlash","GPE","10823","10831","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Trump","PERSON","10914","10919","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Jakub Pachocki","PERSON","11201","11215","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"Pokémon Go","PERSON","11280","11290","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"MIT Technology Review
Discover","ORG","11526","11556","https://www.technologyreview.com/2024/01/04/1086046/whats-next-for-ai-in-2024/"
"the past decade","DATE","153","168","https://www.bbc.com/news/technology-65855333"
"OpenAI","PERSON","341","347","https://www.bbc.com/news/technology-65855333"
"Meta AI","ORG","362","369","https://www.bbc.com/news/technology-65855333"
"Apple's Siri","ORG","1080","1092","https://www.bbc.com/news/technology-65855333"
"Amazon","ORG","1097","1103","https://www.bbc.com/news/technology-65855333"
"Alexa","ORG","1106","1111","https://www.bbc.com/news/technology-65855333"
"TikTok","ORG","1219","1225","https://www.bbc.com/news/technology-65855333"
"Spotify","ORG","1284","1291","https://www.bbc.com/news/technology-65855333"
"Deezer","PERSON","1296","1302","https://www.bbc.com/news/technology-65855333"
"AI","GPE","1307","1309","https://www.bbc.com/news/technology-65855333"
"Generative AI","PERSON","1564","1577","https://www.bbc.com/news/technology-65855333"
"Chinese","NORP","1764","1771","https://www.bbc.com/news/technology-65855333"
"DeepSeek","PRODUCT","1778","1786","https://www.bbc.com/news/technology-65855333"
"Google","ORG","1895","1901","https://www.bbc.com/news/technology-65855333"
"Gemini","PERSON","1904","1910","https://www.bbc.com/news/technology-65855333"
"Meta AI","PERSON","1914","1921","https://www.bbc.com/news/technology-65855333"
"Apps like Midjourney or Veo 3","ORG","1972","2001","https://www.bbc.com/news/technology-65855333"
"AI","ORG","2304","2306","https://www.bbc.com/news/technology-65855333"
"The International Monetary Fund","ORG","2389","2420","https://www.bbc.com/news/technology-65855333"
"Geoffrey Hinton","PERSON","2519","2534","https://www.bbc.com/news/technology-65855333"
"Yann LeCun","PERSON","2754","2764","https://www.bbc.com/news/technology-65855333"
"Apple","ORG","3397","3402","https://www.bbc.com/news/technology-65855333"
"January","DATE","3430","3437","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","3498","3501","https://www.bbc.com/news/technology-65855333"
"Luigi Mangione","PERSON","3574","3588","https://www.bbc.com/news/technology-65855333"
"UnitedHealthcare","ORG","3618","3634","https://www.bbc.com/news/technology-65855333"
"Brian Thompson","PERSON","3639","3653","https://www.bbc.com/news/technology-65855333"
"Abba","PERSON","4285","4289","https://www.bbc.com/news/technology-65855333"
"Björn Ulvaeus","PERSON","4308","4321","https://www.bbc.com/news/technology-65855333"
"Ian Rankin","PERSON","4331","4341","https://www.bbc.com/news/technology-65855333"
"Joanne Harris","PERSON","4346","4359","https://www.bbc.com/news/technology-65855333"
"Julianne Moore -","PERSON","4372","4388","https://www.bbc.com/news/technology-65855333"
"October 2024","DATE","4411","4423","https://www.bbc.com/news/technology-65855333"
"Netherlands","GPE","4654","4665","https://www.bbc.com/news/technology-65855333"
"February","DATE","5279","5287","https://www.bbc.com/news/technology-65855333"
"UK","GPE","5322","5324","https://www.bbc.com/news/technology-65855333"
"September 2024","DATE","5420","5434","https://www.bbc.com/news/technology-65855333"
"Chile","GPE","5499","5504","https://www.bbc.com/news/technology-65855333"
"EU","ORG","5647","5649","https://www.bbc.com/news/technology-65855333"
"Artificial Intelligence Act","ORG","5652","5679","https://www.bbc.com/news/technology-65855333"
"China","GPE","5852","5857","https://www.bbc.com/news/technology-65855333"
"Keir Starmer","PERSON","6049","6061","https://www.bbc.com/news/technology-65855333"
"US","GPE","6155","6157","https://www.bbc.com/news/technology-65855333"
"AI Safety Institutes","ORG","6163","6183","https://www.bbc.com/news/technology-65855333"
"2024","DATE","6247","6251","https://www.bbc.com/news/technology-65855333"
"February 2025","DATE","6360","6373","https://www.bbc.com/news/technology-65855333"
"Tech Decoded","GPE","6667","6679","https://www.bbc.com/news/technology-65855333"
"Microsoft","ORG","23","32","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Copilot","ORG","39","46","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Google","ORG","48","54","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gemini","GPE","61","67","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI","GPE","73","79","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"AI","ORG","105","107","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI’s GPT-3","ORG","256","270","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"James Vincent","PERSON","519","532","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"AI","GPE","985","987","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Bing","PERSON","1088","1092","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Bard","PERSON","1097","1101","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","1222","1226","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","1235","1249","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","1250","1256","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Tuesday","DATE","1265","1272","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI","ORG","1284","1290","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"the end of 2024","DATE","1379","1394","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"only a few months ago","DATE","1449","1470","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The Wall Street Journal","ORG","1472","1495","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sam Altman","PERSON","1547","1557","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"TikTok","ORG","1591","1597","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"API","ORG","1616","1619","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The Hollywood Reporter","ORG","1757","1779","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"December","DATE","1823","1831","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"$1 billion","MONEY","1856","1866","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney Plus","ORG","1956","1967","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"the same day","DATE","1998","2010","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sarah Friar","PERSON","2023","2034","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"CNBC","ORG","2040","2044","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"an additional $10 billion","MONEY","2073","2098","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"IPO","ORG","2155","2158","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"$110 billion","MONEY","2174","2186","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"February","DATE","2218","2226","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Pixel","ORG","2255","2260","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Today","DATE","2377","2382","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"six-month-old","DATE","2432","2445","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Pixel","PERSON","2446","2451","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"US","GPE","2753","2755","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gemini AI
Google","PERSON","2789","2805","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Personal Intelligence","ORG","2880","2901","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gemini","ORG","2977","2983","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Google AI Pro","ORG","3046","3059","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Search, Gemini","ORG","3171","3185","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Chrome","GPE","3189","3195","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gemini","PERSON","3205","3211","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"YouTube","PRODUCT","3408","3415","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Google Photos","GPE","3417","3430","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gmail","PERSON","3436","3441","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Allison Johnson","PERSON","3759","3774","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"earlier this year","DATE","3784","3801","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"months","DATE","4083","4089","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Wired","GPE","4328","4333","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Julia Angwin","PERSON","4382","4394","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Wednesday","DATE","4398","4407","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Superhuman","PERSON","4421","4431","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Angwin","PERSON","4582","4588","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Casey Newton","ORG","4640","4652","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"this week","DATE","4761","4770","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Verge","ORG","4788","4793","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Grammarly’s AI-generated","ORG","4830","4854","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Nilay Patel","PERSON","4899","4910","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Expert Review","ORG","5252","5265","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Ailian Gan","PERSON","5429","5439","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"March 2026","DATE","5736","5746","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"NBC News","ORG","5747","5755","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Democrats","NORP","5923","5932","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Iran","GPE","5937","5941","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"the previous month","DATE","6021","6039","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Focus Features","ORG","6093","6107","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"doc","ORG","6274","6277","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"March 27th","DATE","6407","6417","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Google’s Super Bowl","ORG","6464","6483","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The “New Home","ORG","6488","6501","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gouda","ORG","6705","6710","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"last year","DATE","6750","6759","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
